female,age,coupon,start,time,churn,followtime
0,81,0,96,1474,0,269
1,51,0,226,537,0,139
0,81,0,89,437,1,276
0,74,0,256,283,0,109
0,22,0,31,822,0,334
1,65,0,168,1564,0,197
0,49,0,165,1181,1,200
1,58,0,124,522,1,241
1,77,0,67,190,0,190
0,28,1,363,1137,1,2
0,19,0,71,350,0,294
0,79,0,39,1785,1,326
1,42,1,313,851,0,52
1,36,0,361,124,1,4
1,72,0,55,81,0,81
1,70,0,77,489,0,288
1,77,0,215,113,0,113
0,27,0,109,252,0,252
0,53,1,151,770,1,214
0,30,1,177,1158,1,188
1,65,1,44,0,0,0
0,69,1,178,84,0,84
1,46,1,215,5,0,5
1,74,1,52,755,1,313
1,65,0,4,61,0,61
0,31,0,207,948,0,158
0,36,0,112,364,0,253
0,13,0,287,405,1,78
0,73,1,329,1619,1,36
1,36,0,107,589,1,258
0,66,0,34,1281,0,331
1,75,0,31,1702,0,334
1,48,0,220,910,1,145
0,39,0,149,1101,0,216
1,84,0,223,17,0,17
0,46,0,55,770,1,310
1,47,1,230,994,1,135
0,75,1,319,1079,0,46
0,53,1,42,737,1,323
0,26,1,243,605,0,122
0,28,0,157,407,1,208
1,68,1,259,23,0,23
0,25,1,245,484,0,120
1,21,0,308,740,0,57
1,49,0,234,1058,0,131
0,14,1,82,215,0,215
0,66,1,294,765,1,71
1,74,1,115,166,0,166
0,36,1,83,520,1,282
0,82,1,106,1439,0,259
0,59,0,311,956,0,54
0,31,1,265,834,1,100
0,41,0,96,549,0,269
1,84,1,100,418,0,265
1,70,0,252,211,1,113
1,49,1,338,1487,0,27
0,28,1,51,40,0,40
1,82,1,83,787,0,282
1,60,0,65,1067,0,300
0,67,0,354,432,1,11
1,42,1,222,879,1,143
0,34,0,197,806,1,168
0,39,1,48,1044,0,317
1,36,0,71,407,0,294
1,57,0,258,516,1,107
0,16,1,237,353,1,128
1,81,0,195,543,0,170
0,27,0,94,446,1,271
0,45,1,78,1215,1,287
0,56,1,354,634,1,11
0,53,1,335,1088,1,30
1,23,1,137,1282,0,228
0,62,1,189,1365,0,176
0,24,1,48,199,1,199
0,21,1,153,11,1,11
0,35,0,33,257,0,257
0,36,0,212,9,1,9
1,70,1,155,494,1,210
0,50,1,82,74,1,74
1,18,1,86,1096,0,279
0,65,0,225,220,0,140
0,36,0,70,1247,0,295
0,83,0,190,985,1,175
0,68,0,127,1000,1,238
1,37,1,1,1551,0,364
0,80,1,188,826,1,177
0,41,1,68,553,0,297
1,25,1,281,943,0,84
1,78,1,135,1373,0,230
1,53,0,229,1128,0,136
0,66,0,268,364,0,97
0,78,0,27,52,0,52
0,21,1,171,985,0,194
1,55,0,291,889,0,74
0,44,0,251,132,1,114
0,20,0,226,690,0,139
1,13,1,356,643,1,9
0,45,0,240,1224,0,125
0,20,0,286,132,0,79
0,19,0,243,1160,1,122
1,34,1,45,1286,1,320
0,30,1,127,486,0,238
0,17,1,78,307,0,287
1,77,0,231,1052,0,134
1,44,0,236,1205,0,129
0,15,1,350,755,0,15
0,23,1,272,692,0,93
1,41,0,268,1184,0,97
1,42,0,156,1254,0,209
0,17,0,6,664,1,359
0,19,1,305,885,0,60
1,30,0,279,692,1,86
0,15,0,143,461,1,222
0,32,0,21,233,0,233
1,29,0,76,825,0,289
0,46,0,260,1090,1,105
1,31,1,221,1471,0,144
1,20,0,109,776,0,256
1,25,1,17,256,1,256
1,35,0,226,926,1,139
1,35,1,31,958,1,334
1,46,0,96,186,0,186
0,13,0,303,399,1,62
0,30,0,216,616,1,149
0,23,1,354,1087,1,11
1,26,0,261,546,1,104
1,33,1,234,1133,1,131
1,46,1,233,434,1,132
1,36,1,198,405,1,167
1,59,0,62,1349,0,303
0,33,1,339,1197,0,26
0,35,0,273,646,0,92
0,61,1,56,544,0,309
1,63,0,352,811,0,13
0,36,0,288,719,0,77
1,20,0,119,510,0,246
1,64,1,137,1022,1,228
1,27,1,132,1095,0,233
0,31,0,13,242,1,242
1,20,0,330,1089,1,35
1,62,1,63,307,1,302
0,14,1,181,428,0,184
1,58,0,85,1286,1,280
0,55,1,269,17,0,17
1,54,1,362,231,0,3
0,16,0,62,85,1,85
1,41,1,232,102,0,102
1,85,1,89,1595,0,276
1,69,0,133,648,0,232
0,41,1,213,113,0,113
1,48,1,94,408,1,271
1,79,0,30,647,0,335
0,61,0,335,312,1,30
1,34,0,82,474,0,283
0,82,1,146,1105,1,219
1,71,1,295,1479,0,70
0,32,0,220,427,0,145
1,83,0,12,139,1,139
1,79,0,283,972,1,82
0,37,0,155,465,0,210
0,29,0,178,469,0,187
0,32,0,56,1155,0,309
0,84,0,250,613,1,115
1,66,1,81,1608,0,284
1,61,0,324,1152,1,41
0,62,0,21,1035,1,344
1,56,0,207,1300,0,158
1,73,1,158,736,1,207
1,69,1,135,947,1,230
0,40,1,348,449,1,17
0,25,0,342,571,1,23
0,61,0,174,445,0,191
0,26,0,244,152,0,121
0,60,1,30,52,1,52
1,18,0,318,1000,1,47
1,63,0,2,1052,1,363
1,54,0,16,811,0,349
1,40,1,186,42,0,42
0,59,1,64,1230,0,301
1,49,1,320,496,1,45
1,48,0,304,613,0,61
1,64,1,206,1610,1,159
0,37,1,79,25,1,25
0,61,0,10,1372,0,355
1,43,0,210,33,1,33
0,55,0,310,567,1,55
1,61,0,123,524,1,242
1,77,0,229,1766,1,136
1,80,0,7,598,1,358
0,54,1,229,549,0,136
0,71,1,216,55,0,55
1,20,0,170,344,1,195
1,82,0,17,7,1,7
1,38,0,134,1421,1,231
0,79,0,242,561,0,123
0,35,1,94,7,0,7
1,23,0,161,356,1,204
1,31,0,11,775,1,354
0,81,0,29,532,0,336
1,60,1,349,58,1,16
1,55,1,122,860,1,243
1,75,0,203,119,1,119
0,31,1,104,626,0,261
0,61,1,239,778,0,126
0,74,1,213,1045,1,152
1,81,0,246,882,0,119
1,30,1,173,335,1,192
1,45,0,250,1525,0,115
1,13,1,324,1005,0,41
0,27,1,264,1062,1,101
1,40,1,355,860,0,10
1,16,0,101,703,1,264
1,62,1,130,858,0,235
0,79,0,156,52,0,52
1,81,1,168,1686,0,197
0,25,0,194,465,0,171
0,59,0,211,330,0,154
0,59,1,124,588,1,241
1,75,0,278,1552,1,87
1,44,0,257,1416,0,108
1,63,0,123,675,1,242
1,62,1,300,1119,0,65
1,69,1,135,1175,1,230
1,59,0,346,1265,1,19
0,53,1,229,1071,0,136
1,19,0,59,1170,0,306
1,85,1,137,539,0,228
0,59,0,45,1529,1,320
1,81,1,147,1194,0,218
0,28,1,270,753,1,95
0,62,1,197,497,0,168
0,78,0,243,639,1,122
0,14,0,292,379,1,73
0,24,1,306,876,1,59
1,67,1,135,934,1,230
0,80,1,100,794,0,265
0,38,0,41,383,1,324
1,52,1,263,1376,0,102
1,49,0,335,454,1,30
1,18,1,333,1332,1,32
0,57,1,193,1074,0,172
0,65,1,274,633,1,91
1,75,0,310,1047,1,55
0,43,0,228,158,1,137
0,45,0,118,1164,1,247
0,19,0,80,1052,1,285
1,49,1,306,112,1,59
1,42,1,298,865,1,67
1,73,0,100,1146,1,265
1,32,1,139,806,0,226
1,46,0,87,412,1,278
0,84,1,25,1739,0,340
1,27,0,189,906,1,176
1,73,1,331,1687,0,34
1,42,1,128,1278,0,237
1,81,0,313,1113,1,52
1,70,1,209,1238,0,156
0,76,0,219,850,1,146
1,67,1,157,1692,1,208
0,47,0,359,1123,1,6
1,78,0,137,1556,0,228
0,16,0,175,799,1,190
0,36,0,122,561,1,243
1,78,1,222,133,1,133
1,28,0,223,295,1,142
0,21,1,53,521,1,312
1,75,1,193,1670,0,172
1,43,0,244,680,1,121
1,59,1,316,1332,1,49
0,37,0,134,1278,0,231
0,61,0,25,285,0,285
1,59,0,122,1326,0,243
0,67,0,8,777,0,357
1,23,1,61,92,0,92
1,61,0,87,1732,0,278
1,69,1,212,576,1,153
0,71,0,54,931,0,311
0,45,1,188,592,1,177
0,80,0,187,13,0,13
0,34,1,282,36,0,36
1,62,0,184,12,1,12
0,26,0,49,450,1,316
1,21,1,185,237,1,180
0,36,1,162,910,0,203
0,20,0,346,935,0,19
0,58,0,111,1143,1,254
0,78,1,267,1210,0,98
1,50,1,46,750,0,319
1,74,0,13,263,0,263
0,74,0,110,1060,1,255
1,41,1,177,328,0,188
1,80,1,189,929,0,176
1,61,1,64,277,0,277
0,60,0,249,780,1,116
0,68,1,195,1356,1,170
0,51,1,13,589,1,352
0,31,0,125,1231,0,240
0,31,0,134,1219,1,231
1,17,0,127,1134,1,238
1,43,0,240,1341,1,125
0,14,0,176,933,1,189
0,51,0,354,964,1,11
1,42,1,166,455,1,199
0,16,1,72,454,1,293
0,74,0,356,1342,1,9
0,43,1,155,315,1,210
1,23,1,292,807,0,73
1,30,0,20,380,1,345
0,33,1,126,386,0,239
1,38,0,45,749,0,320
1,24,0,76,1109,1,289
0,47,0,200,1135,1,165
0,25,0,271,689,1,94
0,35,1,261,1198,0,104
0,47,1,364,1319,0,1
1,19,0,46,792,1,319
1,54,1,197,1059,1,168
0,78,1,293,109,0,72
1,76,1,104,1691,0,261
1,25,1,36,969,0,329
0,64,1,219,920,1,146
0,22,0,75,611,0,290
0,32,1,209,1023,1,156
0,42,1,212,1362,1,153
1,76,1,95,977,0,270
1,51,1,361,384,0,4
1,57,0,278,1115,0,87
1,61,0,26,96,0,96
0,32,0,126,1081,1,239
1,81,1,175,94,1,94
1,16,1,119,61,1,61
1,74,0,86,1484,0,279
0,40,1,221,436,0,144
1,49,0,180,540,1,185
1,55,0,260,494,0,105
0,58,0,23,1130,0,342
1,31,1,159,156,1,156
1,23,0,43,400,1,322
1,62,1,141,1697,1,224
1,41,0,62,1553,1,303
0,24,0,56,694,0,309
0,32,1,189,1238,0,176
0,82,1,87,1722,0,278
1,33,0,266,1195,0,99
0,41,1,360,707,1,5
1,26,1,326,818,1,39
1,44,0,232,214,1,133
0,45,1,83,690,1,282
1,18,0,285,841,1,80
1,24,0,145,508,1,220
1,15,1,21,361,0,344
1,55,1,24,1749,0,341
0,81,0,247,1468,0,118
1,83,1,305,1548,1,60
0,47,0,308,449,0,57
0,79,0,51,563,1,314
0,81,0,175,457,0,190
0,39,0,143,670,1,222
1,53,1,133,18,0,18
1,43,1,193,562,0,172
1,85,1,204,1132,1,161
0,62,1,23,529,1,342
0,44,0,147,682,1,218
0,58,0,186,565,0,179
0,27,1,180,14,1,14
0,40,1,91,634,1,274
1,56,0,113,1548,1,252
1,85,0,96,1430,0,269
0,49,0,280,1384,1,85
1,54,1,59,30,1,30
0,63,0,173,382,1,192
0,58,1,238,695,1,127
1,24,0,74,694,0,291
0,80,1,242,352,1,123
0,84,1,120,1242,1,245
1,49,1,283,195,1,82
0,85,0,293,1486,1,72
0,78,0,276,161,0,89
0,74,0,25,766,1,340
0,20,0,131,519,1,234
1,77,0,254,1931,1,111
0,18,1,360,161,0,5
0,35,1,247,41,1,41
0,54,1,239,528,0,126
1,40,0,48,352,1,317
0,68,1,152,448,0,213
0,27,0,102,438,1,263
0,40,1,17,387,1,348
1,60,1,177,1404,0,188
1,32,1,190,830,1,175
0,83,1,131,831,0,234
0,16,1,317,382,1,48
0,46,1,313,880,1,52
0,15,1,43,529,0,322
1,79,1,195,1173,1,170
1,83,0,294,502,0,71
0,60,0,86,1179,1,279
0,76,1,191,106,0,106
0,73,0,10,1404,0,355
1,23,0,216,765,1,149
0,44,1,139,1251,1,226
0,49,1,84,837,0,281
0,62,0,206,506,1,159
1,79,1,207,297,0,158
1,39,1,214,145,1,145
0,17,1,252,206,0,113
1,56,0,300,1196,1,65
1,35,1,66,1375,1,299
0,33,1,27,261,0,261
0,38,1,225,557,0,140
0,56,1,35,1461,0,330
1,58,1,253,128,1,112
0,76,0,86,149,0,149
1,56,1,274,797,1,91
0,78,1,338,111,1,27
1,65,0,209,1399,1,156
1,47,0,274,3,0,3
0,35,0,36,308,1,308
0,14,1,40,273,1,273
0,18,0,259,1205,1,106
1,83,1,37,140,0,140
1,41,1,245,708,1,120
1,65,1,193,1499,0,172
1,48,1,159,907,0,206
0,39,1,175,1348,0,190
1,73,1,328,129,0,37
0,49,1,346,505,0,19
1,53,1,32,854,1,333
1,59,1,264,559,1,101
0,46,1,259,817,0,106
1,23,0,303,1032,0,62
0,42,0,161,1289,0,204
0,79,1,331,1524,1,34
1,55,1,86,793,0,279
0,83,0,40,263,1,263
1,13,1,97,707,0,268
1,64,1,9,1469,0,356
0,33,1,295,891,0,70
0,18,1,173,950,1,192
0,18,1,55,291,0,291
1,21,1,231,956,0,134
0,77,0,363,1262,1,2
0,73,0,30,323,0,323
0,80,0,216,1620,0,149
0,51,0,75,419,0,290
1,52,0,339,1281,1,26
1,63,0,329,5,1,5
0,40,1,275,1192,0,90
1,31,1,113,896,0,252
1,33,0,249,400,1,116
0,75,1,147,317,0,218
0,46,1,60,505,1,305
0,45,0,359,386,0,6
1,58,0,228,899,1,137
0,84,1,83,1602,1,282
1,26,1,71,1101,0,294
0,45,1,114,553,1,251
1,20,1,292,812,0,73
0,70,1,360,603,1,5
1,18,1,252,205,1,113
1,51,1,306,732,1,59
0,85,1,137,18,0,18
1,63,1,229,148,0,136
0,59,0,239,1368,1,126
1,17,1,132,589,1,233
0,33,1,254,732,1,111
1,30,1,204,923,1,161
1,20,0,47,685,1,318
0,65,1,104,1596,1,261
0,39,0,350,344,1,15
1,47,1,265,649,0,100
1,43,0,106,426,1,259
0,17,0,95,670,1,270
1,43,1,285,944,1,80
0,75,1,171,271,0,194
1,22,0,55,462,0,310
1,46,1,204,847,0,161
1,13,1,243,1210,1,122
0,16,0,246,812,0,119
1,61,0,197,1291,0,168
1,49,0,332,1382,1,33
1,44,0,321,843,0,44
0,77,1,118,370,1,247
0,69,1,311,1167,0,54
0,14,0,31,1088,1,334
1,47,0,347,605,1,18
1,30,0,301,507,0,64
1,72,1,74,1108,0,291
1,42,1,184,221,1,181
0,48,0,357,1210,1,8
1,56,0,277,210,1,88
0,38,1,81,589,0,284
1,65,0,176,1017,1,189
0,44,1,48,429,1,317
0,17,1,45,547,1,320
1,30,0,170,1011,1,195
1,35,0,4,778,0,361
1,74,0,183,1341,1,182
0,76,1,347,636,0,18
0,62,0,54,597,0,311
0,44,0,163,505,1,202
1,13,1,31,1013,1,334
1,23,1,133,47,1,47
0,55,1,58,418,0,307
0,80,0,292,1016,1,73
1,32,1,290,840,1,75
0,37,0,58,109,1,109
0,55,1,339,1379,1,26
0,28,0,246,237,0,119
1,15,0,280,203,1,85
0,49,1,340,154,1,25
1,76,1,46,1901,1,319
1,66,0,241,374,0,124
1,29,1,56,583,1,309
1,57,0,341,676,1,24
0,58,1,203,841,0,162
1,18,0,238,239,1,127
0,51,0,250,259,1,115
0,76,0,172,343,0,193
0,20,0,94,779,0,271
1,80,1,32,421,1,333
1,14,0,103,176,0,176
0,15,1,236,1056,0,129
1,44,1,298,231,0,67
0,19,0,85,1004,0,280
1,54,0,65,746,0,300
1,67,0,303,1017,0,62
1,60,0,39,603,1,326
0,15,1,315,368,0,50
0,80,1,219,1112,0,146
0,57,0,162,1359,1,203
0,33,1,211,547,0,154
1,61,0,123,562,1,242
0,51,1,287,825,0,78
0,45,0,289,162,0,76
0,50,1,320,593,1,45
1,54,0,262,1440,0,103
0,71,0,328,189,1,37
0,47,0,66,341,0,299
0,14,1,335,6,0,6
0,42,1,281,505,0,84
1,27,0,278,189,1,87
0,35,1,240,795,0,125
0,42,0,182,76,0,76
1,51,1,164,157,1,157
1,46,1,277,17,1,17
0,24,1,135,78,0,78
0,74,0,203,556,0,162
1,84,0,3,950,1,362
1,25,0,321,1126,0,44
0,85,0,106,528,1,259
0,74,1,356,127,1,9
1,57,0,160,631,0,205
1,32,1,347,1032,0,18
0,17,0,185,240,1,180
1,17,1,245,99,1,99
0,18,0,160,1352,0,205
1,84,0,309,10,1,10
0,24,0,7,341,1,341
1,41,0,18,640,0,347
0,65,0,41,1030,0,324
0,19,0,319,25,0,25
1,70,1,234,1046,0,131
0,65,0,213,860,0,152
1,36,1,51,133,1,133
0,66,0,261,1434,0,104
0,72,1,326,1018,1,39
0,63,1,324,292,1,41
1,20,1,344,122,0,21
0,75,1,173,1193,1,192
1,46,0,173,1331,0,192
0,51,1,80,367,0,285
0,73,0,348,51,0,17
1,19,1,149,375,0,216
0,50,0,336,1429,0,29
1,38,1,134,745,0,231
0,31,1,324,1111,0,41
0,70,1,242,825,1,123
1,72,0,135,1495,1,230
1,24,1,321,548,0,44
1,84,1,244,1375,1,121
0,54,0,312,1012,1,53
1,65,1,108,560,0,257
0,13,0,21,50,1,50
0,42,1,180,1279,0,185
1,55,0,307,1297,0,58
1,16,0,148,360,0,217
1,55,0,334,1184,1,31
0,45,0,246,939,1,119
1,83,1,297,1169,1,68
0,49,1,127,977,0,238
0,71,0,229,1322,0,136
0,19,1,195,1054,1,170
0,26,0,238,668,0,127
0,55,1,339,1151,1,26
0,48,1,339,1161,0,26
1,83,0,39,640,0,326
1,19,0,349,1010,0,16
1,46,1,199,1182,1,166
0,77,0,192,816,0,173
0,55,1,188,51,1,51
1,73,0,36,1271,1,329
0,40,1,237,194,0,128
0,65,0,129,366,1,236
0,44,0,338,795,1,27
1,70,0,62,199,1,199
0,41,1,301,942,0,64
1,78,0,8,1219,1,357
0,47,0,176,495,0,189
1,52,1,10,923,0,355
0,17,0,88,933,1,277
1,22,0,176,345,1,189
1,47,0,226,1282,0,139
1,69,0,247,401,1,118
0,23,1,218,148,0,147
1,77,0,245,1400,0,120
1,68,1,270,1215,1,95
0,27,0,348,789,1,17
0,81,1,229,694,1,136
0,80,1,32,1664,1,333
1,40,0,173,368,0,192
1,50,1,255,233,0,110
1,66,1,356,214,0,9
0,46,0,289,86,1,76
1,63,1,341,455,1,24
0,85,1,54,1599,0,311
1,18,1,163,1153,0,202
0,34,1,83,1266,0,282
1,18,1,79,789,0,286
0,61,0,286,1345,0,79
0,18,1,358,696,1,7
1,75,0,307,166,1,58
0,80,0,138,398,1,227
1,31,1,241,1262,0,124
0,75,1,42,1631,1,323
1,19,1,211,30,1,30
0,14,1,156,1002,0,209
1,85,0,292,977,1,73
1,67,0,104,872,0,261
0,56,1,129,1300,1,236
1,16,1,70,1129,1,295
0,16,1,276,691,1,89
1,21,1,212,564,1,153
0,57,1,301,1206,0,64
0,36,1,325,350,1,40
0,21,1,292,968,1,73
0,50,1,330,1101,0,35
1,45,0,103,1069,0,262
0,81,0,260,63,0,63
1,30,1,89,67,1,67
0,80,1,131,1828,0,234
1,19,1,323,702,0,42
1,37,0,298,438,1,67
0,67,1,294,752,0,71
1,37,1,241,501,0,124
0,28,1,280,1144,0,85
1,45,1,335,307,1,30
1,33,1,176,1297,1,189
1,41,1,304,644,0,61
1,13,1,356,524,0,9
0,52,0,298,1367,1,67
1,72,1,56,888,0,309
0,40,0,320,1207,1,45
0,30,0,118,238,1,238
1,74,1,22,423,0,343
0,81,1,35,1582,0,330
0,85,1,209,456,1,156
1,37,0,186,573,0,179
0,66,1,193,1185,0,172
0,59,0,13,1424,1,352
0,33,1,189,206,0,176
1,72,0,276,1439,1,89
1,69,1,303,1131,0,62
1,36,0,346,58,0,19
1,53,0,34,759,1,331
0,16,0,249,491,1,116
0,32,0,19,834,0,346
1,72,1,226,773,0,139
1,82,0,168,962,0,197
0,75,0,354,1427,0,11
1,40,0,239,763,1,126
0,59,1,48,1098,0,317
0,45,1,349,1204,1,16
1,60,0,229,461,0,136
0,22,1,295,490,1,70
1,16,1,310,873,0,55
0,70,0,269,1436,1,96
0,36,0,173,537,1,192
1,77,1,257,907,0,108
1,63,1,324,676,0,41
0,57,0,321,1146,1,44
1,45,0,156,1440,0,209
1,47,1,185,268,1,180
1,16,0,58,754,0,307
0,31,0,154,729,1,211
1,64,0,136,917,1,229
1,77,1,224,1916,1,141
0,49,0,262,929,0,103
1,72,1,27,261,1,261
0,56,1,287,843,0,78
0,44,0,128,1491,1,237
0,27,0,278,920,1,87
1,62,1,223,712,1,142
1,70,0,248,1327,1,117
0,50,0,214,21,0,21
0,15,1,349,370,1,16
0,61,1,214,1342,0,151
1,73,1,259,255,1,106
1,25,0,109,1245,0,256
0,13,0,183,707,0,182
0,62,1,362,703,0,3
1,17,1,57,323,0,308
0,55,0,137,710,0,228
0,52,0,320,1076,1,45
1,34,1,273,219,1,92
0,36,1,278,748,1,87
1,44,0,93,312,0,272
1,84,0,27,1430,0,338
0,55,0,147,768,0,218
1,50,0,321,327,0,44
0,38,0,303,1292,1,62
0,63,1,250,1408,1,115
1,40,0,214,347,0,151
0,16,1,58,770,1,307
1,18,1,257,629,0,108
1,49,1,255,890,1,110
1,42,1,28,589,1,337
0,42,1,323,678,0,42
1,81,1,174,289,1,191
0,33,0,258,860,1,107
0,68,0,365,765,1,0
0,64,0,1,928,1,364
0,58,1,162,1133,0,203
1,57,1,217,241,1,148
0,38,0,184,697,1,181
1,53,0,131,693,0,234
0,49,1,54,654,1,311
1,75,0,280,932,0,85
0,62,0,301,946,1,64
0,48,0,346,149,0,19
1,36,0,140,220,1,220
0,83,0,308,1120,0,57
0,45,0,267,373,1,98
0,41,1,261,566,1,104
1,54,1,113,335,0,252
0,32,1,107,58,0,58
0,31,1,223,919,0,142
0,75,0,65,1539,0,300
1,67,1,117,911,0,248
0,75,1,96,1365,1,269
0,53,1,313,232,0,52
1,54,1,287,7,1,7
1,83,1,173,232,1,192
1,48,0,261,75,1,75
1,83,1,57,1367,1,308
0,56,0,126,270,0,239
0,35,1,102,794,0,263
1,70,1,336,120,1,29
1,58,1,329,1495,0,36
0,58,0,294,164,0,71
0,75,1,24,383,1,341
1,32,1,364,1119,1,1
0,76,0,319,386,0,46
0,40,0,153,568,0,212
0,31,0,21,129,0,129
0,38,1,298,277,1,67
1,44,0,197,1153,0,168
0,40,1,284,636,0,81
1,50,1,263,972,1,102
1,42,1,109,606,1,256
0,63,1,20,1396,0,345
1,20,0,144,951,1,221
0,50,0,121,260,0,244
0,76,0,287,1095,0,78
0,26,0,131,128,0,128
0,48,1,50,214,1,214
1,57,0,70,1060,0,295
1,33,1,81,256,1,256
0,15,0,109,199,0,199
0,45,1,195,875,0,170
1,43,0,12,606,1,353
1,31,1,147,195,1,195
0,39,1,316,1269,0,49
0,82,1,114,1946,1,251
0,64,0,271,938,0,94
0,74,0,262,477,1,103
1,54,1,198,1336,0,167
0,48,1,361,455,0,4
1,29,1,282,840,1,83
0,44,0,206,1362,0,159
0,45,0,272,191,0,93
0,81,0,172,1172,0,193
1,38,0,242,666,1,123
1,62,0,75,1265,1,290
1,62,0,333,1351,1,32
0,55,1,342,1242,0,23
0,15,1,238,636,0,127
0,31,1,296,369,1,69
1,18,0,234,306,1,131
0,74,1,250,728,1,115
1,14,1,244,434,0,121
0,38,0,216,76,1,76
0,40,1,281,1313,1,84
1,60,1,132,1532,0,233
1,24,1,157,348,0,208
1,75,0,289,22,0,22
0,79,0,183,1572,1,182
1,51,1,118,758,1,247
0,18,0,318,414,0,47
1,58,1,13,467,1,352
0,30,0,157,920,0,208
0,78,1,286,911,0,79
1,71,1,250,1679,0,115
1,52,0,174,846,1,191
0,79,0,314,1584,0,51
1,54,1,159,847,1,206
1,75,0,27,1689,1,338
1,13,1,30,691,0,335
0,81,0,166,345,1,199
1,41,0,336,598,0,29
1,78,1,39,231,1,231
1,76,1,97,1030,1,268
1,76,0,34,671,1,331
1,37,0,278,1290,1,87
0,52,0,137,686,1,228
0,16,1,27,175,1,175
0,49,1,9,1093,1,356
0,24,1,182,416,0,183
0,81,1,165,1857,1,200
1,43,1,93,1328,0,272
1,72,1,304,24,1,24
1,40,1,127,719,1,238
0,45,0,144,70,0,70
0,60,1,362,1577,1,3
1,85,0,347,989,0,18
1,29,1,249,107,1,107
1,71,1,335,623,1,30
0,71,1,39,1279,0,326
1,63,1,135,713,1,230
0,26,1,355,729,0,10
0,68,1,57,1604,0,308
0,25,1,346,298,0,19
0,31,1,171,1239,1,194
1,45,0,326,1353,0,39
0,29,0,282,529,1,83
1,72,1,105,13,0,13
1,68,1,287,1272,1,78
1,51,0,122,465,1,243
1,45,0,260,800,0,105
0,66,0,137,1365,0,228
1,37,1,186,1265,0,179
0,36,1,53,49,0,49
0,45,1,121,1153,0,244
0,61,0,349,975,1,16
0,25,1,80,644,0,285
1,26,1,210,302,0,155
1,63,0,226,1378,0,139
0,33,0,90,787,1,275
1,59,1,25,1022,1,340
1,66,0,90,117,1,117
0,28,1,85,680,1,280
1,20,1,74,128,1,128
1,44,1,104,1357,1,261
1,21,0,310,752,1,55
1,55,1,345,796,1,20
1,81,1,23,1267,1,342
0,63,0,166,1006,0,199
1,66,1,219,678,1,146
1,47,0,77,371,1,288
1,35,0,138,759,1,227
0,61,0,303,951,1,62
0,25,1,68,551,1,297
1,51,1,157,1659,1,208
1,65,1,160,422,1,205
1,18,0,50,1150,0,315
1,80,0,93,677,0,272
1,53,0,235,15,1,15
1,77,0,308,290,0,57
0,65,1,199,1330,1,166
0,32,1,16,522,1,349
1,27,1,91,1041,1,274
0,65,1,302,230,0,63
1,20,1,222,1190,0,143
1,64,0,85,1558,0,280
1,26,1,154,471,1,211
0,40,1,64,1380,0,301
1,48,0,321,602,0,44
0,47,1,346,415,1,19
1,63,0,170,1357,0,195
0,29,1,164,547,1,201
0,74,1,65,735,1,300
1,57,1,332,155,1,33
0,37,1,294,951,0,71
1,67,0,320,1853,1,45
1,17,0,73,336,1,292
1,74,1,249,941,1,116
0,83,1,364,760,0,1
1,54,1,80,1297,1,285
1,20,1,93,355,0,272
1,41,0,279,45,1,45
0,35,0,166,87,0,87
1,47,0,122,1139,0,243
1,47,1,290,307,1,75
0,71,0,279,46,1,46
0,38,0,26,18,0,18
1,40,0,124,442,1,241
0,16,1,174,1154,0,191
0,23,1,144,904,0,221
0,48,0,27,58,0,58
0,25,1,190,564,1,175
0,42,0,115,1070,0,250
1,67,0,39,9,0,9
0,16,1,130,1073,1,235
1,27,0,284,144,0,81
0,85,0,222,658,1,143
1,66,0,182,1592,0,183
1,28,0,280,537,1,85
0,47,0,59,942,1,306
1,42,0,71,1061,0,294
0,52,0,164,1121,0,201
0,76,0,306,1313,1,59
1,42,0,332,1256,0,33
0,16,1,195,709,1,170
0,49,0,266,1310,1,99
1,35,1,6,1249,0,359
1,46,1,108,225,1,225
0,85,1,21,317,0,317
0,18,0,99,1095,1,266
1,66,0,49,131,1,131
0,53,1,359,968,1,6
1,14,0,345,195,0,20
0,41,0,84,1469,1,281
0,14,1,63,896,1,302
1,51,0,31,678,0,334
0,69,1,353,216,0,12
0,26,1,98,354,0,267
0,59,0,96,758,1,269
0,80,0,362,248,1,3
0,28,1,128,870,1,237
1,16,1,205,237,0,160
1,81,1,118,501,1,247
0,84,1,357,1103,1,8
1,79,0,101,23,0,23
0,24,1,125,1208,1,240
1,26,1,101,155,0,155
1,37,0,51,306,0,306
0,28,1,132,398,1,233
1,48,1,65,1299,0,300
0,61,0,208,1217,0,157
0,36,1,112,1350,0,253
1,27,1,302,329,1,63
1,48,1,195,584,0,170
1,65,1,226,1637,1,139
1,73,0,241,1175,1,124
1,38,1,250,483,0,115
1,59,0,339,11,1,11
1,63,0,143,50,0,50
1,40,1,178,25,0,25
1,47,1,263,1374,1,102
0,14,0,275,851,1,90
1,82,0,91,1533,0,274
0,84,0,142,1015,1,223
1,20,0,333,717,1,32
1,61,1,165,1518,1,200
1,67,1,127,1576,1,238
1,28,1,123,1034,1,242
0,15,0,39,780,0,326
1,49,1,115,1478,0,250
1,50,0,365,590,1,0
0,46,1,239,49,0,49
0,44,1,119,663,1,246
1,49,0,176,102,1,102
1,71,0,101,725,1,264
1,44,0,190,1037,0,175
1,66,0,138,44,1,44
